positive,am,are,be,been,being,can,could,dare,did,do,does,going to,had,has,have,is,may,might,must,need,ought to,shall,should,was,were,will,would
negative,ain't,aren't,won't be,haven't been,not being,can't,couldn't,can't dare,didn't,don't,doesn't,not goint to,hadn't,hasn't,haven't,isn't,may not,might not,must not,need not,ought not to,shan't,shouldn't,wasan't,weren't,won't,wouldn't
